gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Unia Polityki Realnej,2 - Komitet Wyborczy Polskie Stronnictwo Ludowe,3 - Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,4 - Komitet Wyborczy Polska Partia Pracy,5 - Komitet Wyborczy Libertas,6 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,7 - Koalicyjny Komitet Wyborczy Porozumienie dla Przyszłoci - CentroLewica (PD+SDPL+Zieloni 2004),8 - Komitet Wyborczy Prawica Rzeczypospolitej,9 - Komitet Wyborczy Platforma Obywatelska RP,10 - Komitet Wyborczy Prawo i Sprawiedliwoć,11 - Komitet Wyborczy Polska Partia Socjalistyczna,12 - Koalicyjny Komitet Wyborczy Naprzód Polsko - Piast
PL_1206162,Zabierzów,18514,5769,64,0,105,186,26,11,54,285,116,79,2713,2130,0,0
PL_1206172,Zielonki,12712,4092,78,0,74,131,15,12,41,285,72,36,1989,1359,0,0
PL_1207011,Limanowa,11992,3895,44,0,28,256,15,18,166,217,41,109,1080,1921,0,0
PL_1207021,Mszana Dolna,5843,1522,26,0,13,65,6,4,12,59,17,22,448,850,0,0
PL_1207032,Dobra,7311,1573,38,0,10,157,26,10,65,66,18,25,264,894,0,0
PL_1207042,Jodłownik,6287,1584,49,0,8,269,33,16,49,46,18,20,236,840,0,0
PL_1207052,Kamienica,5481,1363,30,0,2,119,11,8,26,42,10,14,340,761,0,0
PL_1207062,Laskowa,5565,1919,24,0,18,180,12,6,65,29,8,25,161,1391,0,0
PL_1207072,Limanowa,17311,4850,107,0,27,1030,56,25,149,78,31,86,547,2714,0,0
PL_1207082,Łukowica,6855,2002,63,0,14,700,24,11,38,48,5,23,171,905,0,0
PL_1207092,Mszana Dolna,12203,2916,62,0,20,184,23,10,15,34,14,29,630,1895,0,0
PL_1207102,Niedźwiedź,5030,1001,23,0,20,48,10,5,13,27,6,12,276,561,0,0
PL_1207112,Słopnice,4214,1622,52,0,11,166,22,15,107,26,11,10,242,960,0,0
PL_1207122,Tymbark,4649,1551,47,0,7,97,13,10,43,49,18,31,249,987,0,0
PL_1208012,Charsznica,6324,959,20,0,9,178,26,11,6,122,11,5,127,444,0,0
PL_1208022,Gołcza,5108,912,17,0,10,199,33,2,3,90,8,3,123,424,0,0
PL_1208032,Kozłów,4020,506,14,0,6,91,34,5,7,37,16,5,72,219,0,0
PL_1208042,Książ Wielki,4435,815,30,0,6,223,23,10,12,75,24,8,106,298,0,0
PL_1208053,Miechów,16182,3063,72,0,41,311,58,21,41,439,70,35,845,1130,0,0
PL_1208062,Racławice,2049,292,9,0,1,124,28,0,2,24,6,2,29,67,0,0
PL_1208072,Słaboszów,3098,485,8,0,2,189,38,3,1,35,5,2,61,141,0,0
PL_1209013,Dobczyce,10905,2664,40,0,51,155,14,8,45,126,26,44,849,1306,0,0
PL_1209022,Lubień,7057,1723,28,0,14,73,16,10,15,26,7,30,328,1176,0,0
PL_1209033,Myślenice,32008,8698,149,0,137,243,31,44,147,449,127,135,3124,4112,0,0
PL_1209042,Pcim,7902,1816,40,0,15,43,5,12,10,46,7,21,381,1236,0,0
PL_1209052,Raciechowice,4693,948,31,0,12,131,16,5,85,23,17,8,151,469,0,0
PL_1209062,Siepraw,6067,1214,11,0,19,39,6,11,5,43,14,17,375,674,0,0
PL_1209073,Sułkowice,10716,1934,45,0,24,58,22,14,32,116,22,47,643,911,0,0
PL_1209082,Tokarnia,6176,1327,19,0,13,53,22,8,17,32,5,11,280,867,0,0
PL_1209092,Wiśniowa,5203,1064,13,0,13,104,11,7,28,36,12,10,211,619,0,0
PL_1210011,Grybów,4924,1656,39,0,12,31,6,3,13,88,13,32,324,1095,0,0
PL_1210022,Chełmiec,18814,5210,73,0,99,229,39,19,33,206,42,126,1128,3216,0,0
PL_1210032,Gródek nad Dunajcem,6567,1565,55,0,26,237,19,9,14,50,9,22,197,927,0,0
PL_1210042,Grybów,16981,5327,104,0,21,185,48,19,30,119,22,55,652,4072,0,0
PL_1210052,Kamionka Wielka,6832,1914,35,0,16,115,15,12,7,106,14,45,303,1246,0,0
PL_1210062,Korzenna,10079,2637,91,0,19,310,53,11,34,46,10,34,288,1741,0,0
PL_1210073,Krynica-Zdrój,14104,4278,75,0,42,249,29,18,39,321,102,52,1312,2039,0,0
PL_1210082,Łabowa,3849,924,24,0,13,46,17,3,9,34,1,12,129,636,0,0
PL_1210092,Łącko,11367,2826,60,0,18,243,51,9,28,106,10,57,422,1822,0,0
PL_1210102,Łososina Dolna,7497,2373,32,0,11,95,24,10,21,45,3,75,266,1791,0,0
PL_1210113,Muszyna,8939,2356,54,0,16,97,28,17,30,148,22,63,677,1204,0,0
PL_1210122,Nawojowa,5753,1436,24,0,11,71,12,2,3,42,15,29,227,1000,0,0
PL_1210133,Piwniczna-Zdrój,8210,1795,42,0,29,65,20,20,21,90,14,42,466,986,0,0
PL_1210142,Podegrodzie,8652,2279,65,0,23,176,36,15,17,73,18,45,399,1412,0,0
PL_1210152,Rytro,2872,715,4,0,12,18,2,1,11,42,6,12,171,436,0,0
PL_1210163,Stary Sącz,17181,5124,105,0,35,177,33,17,46,254,35,90,1246,3086,0,0
PL_1211011,Nowy Targ,26568,7700,121,0,101,88,29,46,68,484,106,90,3320,3247,0,0
PL_1211021,Szczawnica,6026,1408,28,0,16,54,12,14,9,124,30,21,588,512,0,0
PL_1211032,Czarny Dunajec,16519,2808,59,0,26,62,50,13,22,26,16,48,758,1728,0,0
PL_1211042,Czorsztyn,5553,1122,18,0,26,48,13,13,25,69,11,17,435,447,0,0
PL_1211052,Jabłonka,12863,2344,38,0,12,43,28,12,28,23,10,36,542,1572,0,0
PL_1211062,Krościenko nad Dunajcem,5137,1075,30,0,8,57,19,7,12,47,11,33,365,486,0,0
PL_1211072,Lipnica Wielka,4196,1123,38,0,4,18,13,2,3,11,3,9,490,532,0,0
PL_1211082,Łapsze Niżne,6824,1293,35,0,20,92,34,10,19,35,16,26,412,594,0,0
PL_1211092,Nowy Targ,17045,3476,74,0,39,131,44,17,30,75,30,47,1150,1839,0,0
PL_1211102,Ochotnica Dolna,5972,1122,28,0,15,79,13,8,16,19,4,22,238,680,0,0
PL_1211112,Raba Wyżna,10586,2216,48,0,18,52,23,9,21,62,30,37,489,1427,0,0
PL_1211123,Rabka-Zdrój,13831,3980,60,0,61,61,17,17,22,210,61,71,1204,2196,0,0
PL_1211132,Spytkowice,3108,679,30,0,5,17,3,3,2,13,6,6,115,479,0,0
PL_1211142,Szaflary,7700,1451,42,0,10,44,27,3,5,19,10,8,292,991,0,0
PL_1212011,Bukowno,8695,1801,49,0,14,21,22,19,19,355,45,16,689,552,0,0
PL_1212032,Bolesław,6440,1096,38,0,22,42,13,9,9,232,38,10,405,278,0,0
PL_1212042,Klucze,12389,2682,81,0,32,93,32,18,21,398,53,28,1063,863,0,0
PL_1212053,Olkusz,41731,10879,178,0,200,241,116,79,74,1422,210,97,3845,4417,0,0
PL_1212062,Trzyciąż,5691,798,19,0,8,143,34,4,7,39,10,10,140,384,0,0
PL_1212073,Wolbrom,18887,3682,85,0,50,231,76,25,31,354,43,47,1078,1662,0,0
PL_1213011,Oświęcim,33492,10264,160,0,87,569,46,62,64,1630,161,89,4325,3071,0,0
PL_1213023,Brzeszcze,17651,4678,84,0,46,231,19,79,39,618,82,66,1934,1480,0,0
PL_1213033,Chełmek,10349,2961,89,0,16,52,15,23,26,356,31,20,1620,713,0,0
PL_1213043,Kęty,26971,7333,129,0,59,317,48,55,58,598,116,90,2990,2873,0,0
PL_1213052,Osiek,6217,1347,37,0,6,319,16,5,5,73,15,11,365,495,0,0
PL_1213062,Oświęcim,13809,3909,93,0,35,385,25,37,29,313,59,37,1511,1385,0,0
PL_1213072,Polanka Wielka,3302,907,16,0,7,565,1,4,6,24,7,8,96,173,0,0
PL_1213082,Przeciszów,5411,980,24,0,6,248,8,2,10,74,12,2,278,316,0,0
PL_1213093,Zator,7232,1670,40,0,8,143,22,16,13,137,17,14,589,671,0,0
PL_1214012,Koniusza,6771,936,19,0,2,181,22,3,9,45,4,5,220,426,0,0
PL_1214022,Koszyce,4732,579,22,0,5,162,18,4,6,44,4,3,89,222,0,0
PL_1214032,Nowe Brzesko,4536,812,11,0,4,293,20,4,9,35,11,4,127,294,0,0
PL_1214042,Pałecznica,2872,470,4,0,1,276,30,1,0,16,2,0,23,117,0,0
PL_1214053,Proszowice,13357,2444,58,0,30,504,71,18,27,177,40,25,630,864,0,0
PL_1214062,Radziemice,2741,447,17,0,3,196,26,1,5,20,0,1,46,132,0,0
PL_1215011,Jordanów,4102,1072,15,0,12,36,17,11,9,82,16,9,344,521,0,0
PL_1215021,Sucha Beskidzka,7897,1941,29,0,27,70,13,11,3,179,36,12,851,710,0,0
PL_1215032,Budzów,6316,990,39,0,11,120,13,19,12,32,2,12,211,519,0,0
PL_1215042,Bystra-Sidzina,4832,894,37,0,8,72,17,8,9,15,7,16,186,519,0,0
PL_1215052,Jordanów,7988,1465,32,0,7,87,19,11,23,39,16,11,277,943,0,0
PL_1215063,Maków Podhalański,12728,2823,59,0,26,98,21,21,20,105,30,37,902,1504,0,0
PL_1215072,Stryszawa,9333,1821,65,0,17,88,18,25,10,76,17,19,472,1014,0,0
PL_1215082,Zawoja,6978,1306,23,0,19,53,14,8,9,41,18,23,464,634,0,0
PL_1215092,Zembrzyce,4385,1016,40,0,8,61,14,3,15,37,2,11,341,484,0,0
PL_1216013,Ciężkowice,8612,1643,47,0,5,247,22,17,19,77,11,36,327,835,0,0
PL_1216022,Gromnik,6501,1460,44,0,8,134,29,13,34,37,7,19,218,917,0,0
PL_1216032,Lisia Góra,10550,2468,57,0,17,144,15,13,22,72,29,49,627,1423,0,0
PL_1216042,Pleśna,8953,2035,51,0,16,202,9,10,116,67,22,41,502,999,0,0
PL_1216052,Radłów,7642,1315,34,0,10,109,19,5,24,46,10,24,308,726,0,0
PL_1216063,Ryglice,8656,1899,64,0,11,110,29,18,50,44,23,43,403,1104,0,0
PL_1216072,Rzepiennik Strzyżewski,5237,1070,24,0,9,156,38,10,38,25,15,17,127,611,0,0
PL_1216082,Skrzyszów,10202,2351,59,0,23,99,23,6,33,80,35,39,667,1287,0,0
PL_1216092,Tarnów,18154,5260,109,0,62,121,27,20,53,272,82,77,1700,2737,0,0
PL_1216103,Tuchów,13705,3715,97,0,40,216,40,13,33,111,36,257,765,2107,0,0
PL_1216112,Wierzchosławice,8107,2173,42,0,19,131,7,11,31,86,38,36,605,1167,0,0
PL_1216122,Wietrzychowice,3285,757,40,0,9,202,12,9,11,29,7,13,102,323,0,0
PL_1216133,Wojnicz,10102,2515,64,0,19,80,21,10,150,93,42,45,673,1318,0,0
PL_1216143,Zakliczyn,9324,1853,53,0,13,175,20,18,91,79,17,40,385,962,0,0
PL_1216153,Żabno,14857,3373,74,0,17,237,26,17,39,112,38,51,876,1886,0,0
PL_1216162,Szerzyny,6354,1163,21,0,3,159,39,13,26,16,4,31,194,657,0,0
PL_1217011,Zakopane,23261,7683,93,0,60,134,26,23,55,455,228,112,3481,3016,0,0
PL_1217022,Biały Dunajec,5318,1015,13,0,3,44,20,4,8,17,6,13,254,633,0,0
PL_1217032,Bukowina Tatrzańska,9759,2239,24,0,10,43,18,4,18,60,21,18,599,1424,0,0
PL_1217042,Kościelisko,6393,1320,9,0,7,32,11,1,9,48,19,5,528,651,0,0
PL_1217052,Poronin,8223,1547,16,0,10,48,13,6,18,25,19,5,563,824,0,0
PL_1218013,Andrychów,34696,9578,205,0,66,311,56,65,85,851,156,145,3575,4063,0,0
PL_1218022,Brzeźnica,7574,1309,32,0,13,127,8,9,15,91,31,17,437,529,0,0
PL_1218033,Kalwaria Zebrzydowska,15378,3322,50,0,30,134,24,22,38,157,37,36,1210,1584,0,0
PL_1218042,Lanckorona,4546,744,28,0,11,48,11,6,10,26,14,2,261,327,0,0
PL_1218052,Mucharz,3000,691,20,0,7,39,11,14,4,47,10,14,210,315,0,0
PL_1218062,Spytkowice,7694,1372,36,0,13,116,7,10,13,87,13,11,382,684,0,0
PL_1218072,Stryszów,5269,965,39,0,4,66,14,11,18,67,8,7,323,408,0,0
PL_1218082,Tomice,5681,1073,33,0,11,112,9,12,12,72,20,11,355,426,0,0
PL_1218093,Wadowice,30341,7868,131,0,68,304,75,51,68,707,126,110,3168,3060,0,0
PL_1218102,Wieprz,8938,2028,51,0,7,252,37,20,38,96,19,19,452,1037,0,0
PL_1219012,Biskupice,6818,1392,14,0,24,198,12,8,14,28,8,12,324,750,0,0
PL_1219022,Gdów,12543,2553,47,0,34,239,33,5,29,134,32,42,676,1282,0,0
PL_1219032,Kłaj,7844,1846,41,0,20,165,10,11,22,89,34,22,724,708,0,0
PL_1219043,Niepołomice,17977,4469,85,0,56,215,25,22,53,260,69,35,1735,1914,0,0
PL_1219053,Wieliczka,39292,10732,127,0,133,637,36,45,84,646,165,112,4756,3991,0,0
PL_1261011,M. Kraków,591312,230590,1933,0,3453,2394,556,680,1526,22079,6046,2178,115778,73967,0,0
PL_1262011,M. Nowy Sącz,66982,22585,295,0,338,337,73,52,107,2578,312,360,8214,9919,0,0
PL_1263011,M. Tarnów,95130,30825,415,0,290,503,100,144,240,2827,796,440,13568,11502,0,0
PL_1401013,Białobrzegi,8324,1583,35,0,19,132,19,6,59,130,33,28,556,566,0,0
PL_1401022,Promna,4612,655,18,0,4,175,43,8,20,28,7,7,89,256,0,0
PL_1401032,Radzanów,2989,516,3,0,6,169,30,4,9,9,4,8,56,218,0,0
PL_1401042,Stara Błotnica,3931,537,7,0,9,144,50,2,7,25,2,5,45,241,0,0
PL_1401052,Stromiec,4356,535,18,0,7,92,44,5,21,41,9,12,81,205,0,0
PL_1401063,Wyśmierzyce,2316,373,0,0,0,78,10,0,19,24,1,1,53,187,0,0
PL_1402011,Ciechanów,37640,8434,182,0,97,1021,65,68,91,1102,301,136,3346,2025,0,0
PL_1402022,Ciechanów,4969,749,19,0,13,113,18,7,15,237,13,7,155,152,0,0
PL_1402033,Glinojeck,6403,656,31,0,5,174,18,4,10,86,15,5,154,154,0,0
PL_1402042,Gołymin-Ośrodek,3225,417,7,0,4,136,26,3,16,14,2,3,54,152,0,0
PL_1402052,Grudusk,3122,502,12,0,0,71,22,2,8,50,10,14,60,253,0,0
PL_1402062,Ojrzeń,3434,481,17,0,2,149,23,3,8,86,5,3,55,130,0,0
PL_1402072,Opinogóra Górna,4698,690,8,0,7,253,47,5,20,49,10,17,69,205,0,0
PL_1402082,Regimin,3955,650,10,0,0,291,17,0,6,32,9,3,105,177,0,0
PL_1402092,Sońsk,6350,1038,37,0,9,310,31,5,18,66,28,15,176,343,0,0
PL_1403011,Garwolin,13108,3430,52,0,88,251,23,14,40,175,120,204,1285,1178,0,0
PL_1403021,Łaskarzew,3877,735,12,0,20,56,11,3,8,32,16,18,214,345,0,0
PL_1403032,Borowie,3966,628,16,0,7,188,9,4,9,21,31,24,100,219,0,0
PL_1403042,Garwolin,9359,1838,29,0,36,357,27,17,37,49,63,140,438,645,0,0
PL_1403052,Górzno,4791,801,9,0,11,207,25,4,6,28,11,61,134,305,0,0
PL_1403062,Łaskarzew,4091,663,21,0,22,166,18,3,10,26,9,21,108,259,0,0
PL_1403072,Maciejowice,5932,1022,26,0,18,250,41,12,18,49,16,49,138,405,0,0
PL_1403082,Miastków Kościelny,4049,649,16,0,7,231,22,7,19,19,22,43,98,165,0,0
PL_1403092,Parysów,3151,524,21,0,2,69,9,5,4,10,8,60,82,254,0,0
PL_1403103,Pilawa,8200,1578,42,0,27,199,28,10,24,62,35,150,437,564,0,0
PL_1403112,Sobolew,6434,1157,27,0,9,207,24,10,23,29,14,70,199,545,0,0
PL_1403122,Trojanów,6118,1012,22,0,8,402,65,12,22,27,23,29,104,298,0,0
PL_1403132,Wilga,4203,817,20,0,11,218,21,9,14,53,13,29,195,234,0,0
PL_1403143,Żelechów,6685,1326,39,0,16,180,44,11,21,58,21,67,361,508,0,0
PL_1404011,Gostynin,15892,3371,86,0,22,393,34,39,63,352,88,44,1329,921,0,0
PL_1404022,Gostynin,9796,1268,28,0,6,461,34,16,17,49,11,20,282,344,0,0
PL_1404032,Pacyna,3217,506,24,0,1,243,22,1,8,17,5,5,30,150,0,0
PL_1404042,Sanniki,5250,632,25,0,5,225,16,7,9,38,4,3,109,191,0,0
PL_1404052,Szczawin Kościelny,4191,665,18,0,4,293,35,1,12,20,9,4,84,185,0,0
PL_1405011,Milanówek,12718,4533,26,0,31,124,20,16,37,333,145,218,2468,1115,0,0
PL_1405021,Podkowa Leśna,3211,1633,8,0,20,36,6,2,7,78,59,71,994,352,0,0
PL_1405032,Baranów,3867,620,25,0,8,157,14,0,10,46,9,28,156,167,0,0
PL_1405043,Grodzisk Mazowiecki,31372,9042,90,0,103,861,83,46,84,792,228,455,4207,2093,0,0
PL_1405052,Jaktorów,8120,1758,29,0,25,101,12,8,18,122,40,125,784,494,0,0
PL_1405062,Żabia Wola,5192,1076,21,0,19,170,14,7,19,63,25,30,467,241,0,0
PL_1406012,Belsk Duży,5326,1143,13,0,16,466,25,4,75,44,23,15,152,310,0,0
PL_1406022,Błędów,6367,1209,16,0,9,370,72,6,92,38,4,13,112,477,0,0
PL_1406032,Chynów,7475,1223,22,0,10,307,51,15,25,87,27,18,325,336,0,0
PL_1406042,Goszczyn,2292,568,15,0,6,157,26,0,48,18,7,6,37,248,0,0
PL_1406053,Grójec,19446,4790,115,0,50,757,93,37,203,420,155,45,1786,1129,0,0
PL_1406062,Jasieniec,4265,603,8,0,8,156,30,2,55,35,11,15,109,174,0,0
PL_1406073,Mogielnica,7477,1323,29,0,14,239,54,7,75,63,21,18,222,581,0,0
PL_1406083,Nowe Miasto nad Pilicą,7184,1563,37,0,18,325,60,11,54,101,28,23,233,673,0,0
PL_1406092,Pniewy,3658,595,12,0,3,263,16,2,20,13,7,9,111,139,0,0
PL_1406113,Warka,15033,2897,36,0,24,629,95,28,88,141,73,101,746,936,0,0
PL_1407012,Garbatka-Letnisko,4669,814,14,0,12,60,16,4,45,48,18,17,261,319,0,0
PL_1407022,Głowaczów,6135,892,31,0,9,135,195,6,65,25,3,6,123,294,0,0
PL_1407032,Gniewoszów,3412,405,9,0,9,112,34,2,17,18,4,3,73,124,0,0
PL_1407042,Grabów nad Pilicą,3088,422,7,0,7,109,20,2,15,7,9,9,94,143,0,0
PL_1407053,Kozienice,25693,4909,91,0,44,419,84,36,101,466,127,91,1665,1785,0,0
PL_1407062,Magnuszew,5313,845,14,0,20,185,48,10,31,39,14,21,160,303,0,0
PL_1407072,Sieciechów,3322,529,18,0,8,97,31,8,12,38,9,7,112,189,0,0
PL_1408011,Legionowo,40655,13643,131,0,113,244,57,52,107,1153,335,568,8106,2777,0,0
PL_1408022,Jabłonna,10865,3672,31,0,35,111,12,16,28,240,132,163,2177,727,0,0
PL_1408032,Nieporęt,9400,3148,38,0,26,100,14,15,21,236,91,113,1753,741,0,0
PL_1408043,Serock,9409,2211,28,0,40,166,12,15,18,250,69,64,1073,476,0,0
PL_1408052,Wieliszew,8220,1986,27,0,20,135,12,6,25,152,43,71,1056,439,0,0
PL_1409012,Chotcza,2188,248,5,0,1,108,15,2,3,16,8,3,22,65,0,0
PL_1409022,Ciepielów,4753,795,37,0,5,243,48,4,28,90,12,13,102,213,0,0
PL_1409033,Lipsko,9948,1591,37,0,14,463,51,16,28,248,28,31,316,359,0,0
PL_1409042,Rzeczniów,3874,475,12,0,4,148,65,2,17,26,5,8,34,154,0,0
PL_1409052,Sienno,5212,723,22,0,8,228,42,15,13,52,7,6,88,242,0,0
PL_1409062,Solec nad Wisłą,4605,529,19,0,11,147,19,7,15,100,17,10,84,100,0,0
PL_1410012,Huszlew,2436,465,14,0,1,221,7,2,1,6,7,10,47,149,0,0
PL_1410023,Łosice,9311,1784,52,0,21,556,19,7,22,94,99,19,352,543,0,0
PL_1410032,Olszanka,2523,487,12,0,6,206,20,4,1,9,11,2,42,174,0,0
PL_1410042,Platerów,4230,701,17,0,6,287,30,4,9,21,46,22,80,179,0,0
PL_1410052,Sarnaki,4268,824,14,0,4,251,41,7,10,38,55,8,133,263,0,0
PL_1410062,Stara Kornica,4026,732,20,0,4,354,51,3,9,18,35,25,46,167,0,0
PL_1411011,Maków Mazowiecki,8249,1789,59,0,13,422,21,28,17,184,39,28,534,444,0,0
PL_1411022,Czerwonka,2094,369,13,0,2,111,8,13,2,7,2,12,45,154,0,0
PL_1411032,Karniewo,4207,767,18,0,8,329,18,10,13,50,9,7,67,238,0,0
PL_1411042,Krasnosielc,5280,986,29,0,8,431,16,24,6,48,6,26,124,268,0,0
PL_1411052,Młynarze,1392,334,5,0,2,171,10,1,1,5,4,1,26,108,0,0
PL_1411062,Płoniawy-Bramura,4739,819,16,0,6,300,34,16,16,29,11,6,90,295,0,0
PL_1411073,Różan,3695,667,19,0,3,155,5,5,9,51,16,7,160,237,0,0
PL_1411082,Rzewnie,2190,396,6,0,3,140,27,1,2,10,5,5,43,154,0,0
PL_1411092,Sypniewo,2881,638,23,0,4,340,9,2,11,17,5,5,37,185,0,0
PL_1411102,Szelków,3018,611,14,0,4,242,25,5,4,23,3,6,63,222,0,0
PL_1412011,Mińsk Mazowiecki,30138,9149,158,0,100,640,65,52,118,776,346,257,4244,2393,0,0
PL_1412042,Cegłów,4977,1043,26,0,14,232,27,12,4,59,30,27,381,231,0,0
PL_1412052,Dębe Wielkie,6720,1197,17,0,14,108,11,11,20,36,22,30,450,478,0,0
PL_1412062,Dobre,4767,768,14,0,9,224,17,10,7,35,6,8,176,262,0,0
PL_1412073,Halinów,10038,2437,28,0,43,210,24,14,27,101,61,78,1103,748,0,0
PL_1412082,Jakubów,3925,633,9,0,8,185,19,5,12,24,14,19,111,227,0,0
PL_1412093,Kałuszyn,4802,809,23,0,6,137,21,9,22,35,9,18,226,303,0,0
PL_1412102,Latowicz,4328,501,6,0,1,187,15,3,1,13,11,16,62,186,0,0
PL_1412112,Mińsk Mazowiecki,10272,2122,54,0,24,274,28,13,32,97,52,66,791,691,0,0
PL_1412122,Mrozy,7080,1487,68,0,11,284,34,13,25,86,23,31,510,402,0,0
PL_1412132,Siennica,5580,845,15,0,8,169,26,10,10,37,19,27,260,264,0,0
PL_1412142,Stanisławów,5007,956,14,0,8,187,16,15,6,39,8,39,227,397,0,0
PL_1412151,Sulejówek,14876,5019,72,0,77,232,26,21,86,213,152,168,2406,1566,0,0
PL_1413011,Mława,24523,4838,108,0,27,416,34,29,89,630,130,64,1960,1351,0,0
PL_1413022,Dzierzgowo,2727,326,7,0,3,127,16,4,8,16,6,3,36,100,0,0
PL_1413032,Lipowiec Kościelny,3880,483,13,0,2,149,16,8,2,41,20,0,111,121,0,0
PL_1413042,Radzanów,2817,397,19,0,3,119,34,6,7,29,2,0,48,130,0,0
PL_1413052,Strzegowo,6344,784,25,0,5,201,44,16,11,57,9,11,165,240,0,0
PL_1413062,Stupsk,4019,564,24,0,4,197,17,2,1,37,11,4,110,157,0,0
PL_1413072,Szreńsk,3494,466,5,0,3,192,19,4,6,22,5,0,60,150,0,0
PL_1413082,Szydłowo,3669,489,13,0,10,185,29,5,6,45,4,1,70,121,0,0
PL_1413092,Wieczfnia Kościelna,3253,426,12,0,1,166,17,2,1,39,5,7,67,109,0,0
PL_1413102,Wiśniewo,4095,461,13,0,3,140,19,4,4,44,4,7,88,135,0,0
PL_1414011,Nowy Dwór Mazowiecki,21994,5386,69,0,48,126,21,41,53,1036,159,177,2503,1153,0,0
PL_1414022,Czosnów,7510,1720,17,0,8,161,18,8,19,187,38,100,734,430,0,0
PL_1414032,Leoncin,4266,717,13,0,5,91,7,3,4,54,10,34,256,240,0,0
PL_1414043,Nasielsk,15288,2410,58,0,12,377,55,16,24,179,49,121,828,691,0,0
PL_1414052,Pomiechówek,7023,1366,7,0,10,94,18,8,12,136,50,66,558,407,0,0
PL_1414063,Zakroczym,4978,717,11,0,2,119,11,3,11,69,8,29,230,224,0,0
PL_1415012,Baranowo,5401,782,11,0,6,347,26,14,11,24,3,7,130,203,0,0
PL_1415022,Czarnia,2065,352,13,0,1,211,18,6,3,2,4,5,26,63,0,0
PL_1415032,Czerwin,4167,754,18,0,1,336,22,2,5,16,6,12,58,278,0,0
PL_1415042,Goworowo,6972,782,18,0,2,298,18,5,4,48,14,8,93,274,0,0
PL_1415052,Kadzidło,8539,1264,24,0,11,404,48,9,13,48,22,17,295,373,0,0
PL_1415062,Lelis,6374,1138,25,0,2,302,53,9,10,51,7,25,160,494,0,0
PL_1415072,Łyse,6327,855,17,0,5,363,68,8,25,26,21,15,116,191,0,0
PL_1415083,Myszyniec,8158,1160,17,0,10,438,41,9,28,32,27,14,161,383,0,0
PL_1415092,Olszewo-Borki,7434,1339,20,0,7,313,17,7,21,44,37,35,347,491,0,0
PL_1415102,Rzekuń,7256,1257,19,0,13,277,17,5,12,39,23,32,281,539,0,0
PL_1415112,Troszyn,3977,783,11,0,7,307,19,11,6,12,5,13,72,320,0,0
PL_1416011,Ostrów Mazowiecka,18165,3568,46,0,23,303,22,31,46,259,95,51,1160,1532,0,0
PL_1416022,Andrzejewo,3577,725,17,0,12,252,19,3,10,14,1,18,129,250,0,0
PL_1416032,Boguty-Pianki,2288,523,5,0,0,193,31,2,8,8,5,2,28,241,0,0
PL_1416043,Brok,2368,423,14,0,2,72,1,1,5,26,4,11,104,183,0,0
PL_1416052,Małkinia Górna,9887,1555,28,0,15,236,35,8,19,85,24,37,395,673,0,0
PL_1416062,Nur,2659,604,16,0,4,151,25,11,13,13,3,4,96,268,0,0
PL_1416072,Ostrów Mazowiecka,9949,1647,33,0,6,439,36,10,39,75,14,23,247,725,0,0
PL_1416082,Stary Lubotyń,3080,484,15,0,1,178,19,3,9,14,9,1,39,196,0,0
PL_1416092,Szulborze Wielkie,1518,507,9,0,0,403,21,2,1,2,0,1,10,58,0,0
PL_1416102,Wąsewo,3672,599,20,0,3,292,17,0,1,25,8,7,53,173,0,0
PL_1416112,Zaręby Kościelne,3111,783,16,0,5,407,20,2,3,31,2,6,47,244,0,0
PL_1417011,Józefów,14027,5492,48,0,86,173,20,23,62,267,155,426,2803,1429,0,0
PL_1417021,Otwock,34655,11596,141,0,132,382,47,72,86,840,276,789,5201,3630,0,0
PL_1417032,Celestynów,8901,2291,44,0,19,243,10,13,17,149,38,129,811,818,0,0
PL_1417043,Karczew,12885,3642,73,0,41,304,9,11,25,188,74,323,1388,1206,0,0
PL_1417052,Kołbiel,6393,1241,26,0,14,247,11,8,12,81,23,73,299,447,0,0
PL_1417062,Osieck,2806,596,22,0,5,121,10,6,10,24,7,56,95,240,0,0
PL_1417072,Sobienie-Jeziory,5049,948,14,0,5,289,14,5,9,61,11,54,231,255,0,0
PL_1417082,Wiązowna,7755,2162,24,0,20,218,24,8,14,94,33,144,916,667,0,0
PL_1418013,Góra Kalwaria,19686,4412,66,0,37,471,48,26,35,432,114,256,1898,1029,0,0
PL_1418023,Konstancin-Jeziorna,19223,6813,79,0,80,332,35,26,49,582,209,330,3575,1516,0,0
PL_1418032,Lesznowola,13289,4943,51,0,65,629,16,12,48,285,115,199,2613,910,0,0
PL_1418043,Piaseczno,48522,18343,127,0,203,1157,46,46,107,1310,534,1137,10307,3369,0,0
PL_1418052,Prażmów,6799,1531,28,0,13,197,19,2,13,94,51,107,716,291,0,0
PL_1418063,Tarczyn,8416,1881,34,0,18,212,37,12,30,188,40,97,609,604,0,0
PL_1419012,Bielsk,6935,936,38,0,6,301,27,8,21,51,14,10,171,289,0,0
PL_1419022,Bodzanów,6638,1197,37,0,9,706,22,9,27,41,10,2,121,213,0,0
